Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1TCRCDezEMaQ60yIO8Me6F,"Dana dana","L'anthologie du Raï (50 titres)","Cheb Rayan",2016-01-29,232333,0,myo20ysxpfrjcs3hesgkcs93f,2024-10-30T00:20:04Z,"deep rai,moroccan pop,rai,rif","MLP",0.741,0.835,0,-7.095,1,0.0482,0.0439,0.00000173,0.232,0.913,105.807,4
0tgVpDi06FyKpA1z0VMD4v,"Perfect","÷ (Deluxe)","Ed Sheeran",2017-03-03,263400,85,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:11:31Z,"pop,singer-songwriter pop,uk pop","Atlantic Records UK",0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,3
7wKUqlOL9OES7gwPdgUcQl,"رايحين نسهر - بام بام","رايحين نسهر - بام بام - سينجل","Mohamed Ramadan",2019-01-01,169500,54,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:17:39Z,"arab pop,egyptian pop,mahraganat","Rotana Music",0.72,0.997,2,-2.403,1,0.0625,0.00858,0.122,0.189,0.929,160.024,4
1bxP4M9ICllcg7mel8kH89,"Reine","Gentleman 2.0","Dadju",2017-11-24,199266,67,myo20ysxpfrjcs3hesgkcs93f,2024-09-18T20:11:48Z,"french hip hop,pop urbaine,r&b francais","Universal Music Division Capitol Music France",0.399,0.395,2,-10.782,1,0.0593,0.76,0,0.0815,0.704,98.174,4
0pwYLVXVknPSGUQb39cePC,"As Long As You Love Me","Believe (Deluxe Edition)","Justin Bieber,Big Sean",2012-06-15,229466,65,myo20ysxpfrjcs3hesgkcs93f,2024-08-28T01:19:50Z,"canadian pop,pop,detroit hip hop,hip hop,pop rap,r&b,rap,southern hip hop,trap","RBMG/Def Jam",0.571,0.873,0,-3.382,0,0.1,0.0811,0,0.361,0.613,139.691,4
6QFCMUUq1T2Vf5sFUXcuQ7,"Beauty And A Beat","Believe","Justin Bieber,Nicki Minaj",2012-01-01,227986,80,myo20ysxpfrjcs3hesgkcs93f,2024-08-28T01:27:28Z,"canadian pop,pop,hip pop,queens hip hop,rap","RBMG/Def Jam",0.601,0.843,0,-4.87,1,0.0593,0.000704,0.0000527,0.0681,0.534,128.002,4
7gd01LMH2gBcoDngSt8sq9,"Next To You (feat. Justin Bieber)","F.A.M.E. (Expanded Edition)","Chris Brown,Justin Bieber",2011-03-22,265813,68,myo20ysxpfrjcs3hesgkcs93f,2024-09-27T12:39:28Z,"r&b,rap,canadian pop,pop","Jive",0.67,0.676,8,-4.725,1,0.037,0.0201,0,0.11,0.349,114.974,4
575HcGSWIDCThpdUgtSCzK,"Zina","Brya","Babylone",2013-06-27,237217,56,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T09:42:00Z,"rai,rif","Aswatt Studio",0.674,0.351,7,-10.224,1,0.0376,0.835,0,0.124,0.627,95.999,4
3Zlfkuzu8esBnCck3OAztD,"Win Yamchi Zine","Win Yamchi Zine","Cameleon",2017-09-25,193881,31,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T09:53:50Z,"rai","Cameleon",0.695,0.649,7,-10.195,1,0.194,0.142,0,0.319,0.612,157.55,3
3RTIYfHCoHIukOD5qMgGwY,"Casa","Casa","Ouidad",2023-06-09,148244,41,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T09:54:59Z,"","Play Two",0.716,0.556,11,-5.235,0,0.0366,0.103,0,0.148,0.525,99.961,4
5Z4F0zOGKoYLv8EtBhLzmZ,"Ah W Noss","Greatest Hits","Nancy Ajram",2008-01-01,280520,41,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:00:05Z,"afghan pop,arab pop,belly dance,lebanese pop","EMI MUSIC ARABIA",0.809,0.981,7,-1.024,0,0.112,0.0856,0.0000477,0.0482,0.964,141.975,4
5l4Lla3ntoJIkCud07XlYn,"Ya Tabtab Wa Dallaa","Ya Tabtab","Nancy Ajram",2006-12-01,262240,63,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:01:15Z,"afghan pop,arab pop,belly dance,lebanese pop","In2Musica",0.78,0.865,7,-4.453,0,0.0345,0.0531,0.00000543,0.019,0.949,140.021,4
03qj4j7ESR4ryymbR3Bvlq,"Ma Yhemmak","Enta Menni","Yara",2008,275043,43,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:02:34Z,"arab pop,lebanese pop","Melody Music Production & Distribution",0.676,0.909,2,-4.928,0,0.0551,0.197,0,0.488,0.764,139.881,4
3CxyfJ8WWtp9TwAjhU03Ez,"Shou Bado","Shou Bado","Yara",2019-12-25,203990,0,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:02:59Z,"arab pop,lebanese pop","Independent",0.655,0.961,0,-4.747,1,0.0568,0.116,0.0000862,0.0963,0.755,150.026,4
77dckWs0PpcePfYQ9aZa3m,"Yalla","Nancy 8","Nancy Ajram",2014-01-01,235413,25,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:05:31Z,"afghan pop,arab pop,belly dance,lebanese pop","In2Musica",0.8,0.754,7,-6.637,1,0.0977,0.116,0.00000883,0.0438,0.852,108.039,4
3EfQPuegtu7NGKucpQTtsI,"Yay","Ya Salam","Nancy Ajram",2002-01-01,273986,44,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:05:44Z,"afghan pop,arab pop,belly dance,lebanese pop","EMI MUSIC ARABIA",0.749,0.822,2,-6.506,1,0.0325,0.0613,0,0.115,0.571,105.009,4
4okwtQ009K33Upv7kTMt5F,"Ana Esmi Habibak","Habib Dehkaty","Ragheb Alama",2014-09-10,247484,0,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:05:55Z,"classic arab pop,lebanese pop","© Backstage Production",0.722,0.9,2,-4.489,0,0.0439,0.174,0.000794,0.196,0.791,94.996,4
3GOw7QSPfyAiEpdmljNR79,"Shik Shak Shok","The Soul of Bellydance","Hassan Abou Seoud",2011-04-19,333400,0,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:08:29Z,"belly dance,darbuka","Hollywood Music Center",0.506,0.816,0,-7.523,0,0.0775,0.287,0.421,0.0526,0.713,182.099,4
6qBenePKjemAJQsnwUfboi,"Habibet Alby","Melody Hits Vol. 7","Joe Ashkar",2010-09-01,222923,38,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:09:02Z,"arab pop,lebanese pop","Melody Music",0.663,0.836,3,-5.754,1,0.182,0.49,0,0.065,0.847,179.995,4
3ppfSmiuwSCLCuDZNF7QXw,"بدنا نولعها","44:36","Fares Karam",2018-04-04,195784,0,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:09:37Z,"arab pop,lebanese pop,rif","Rotana",0.803,0.859,7,-3.326,0,0.0677,0.078,0.00000214,0.0904,0.551,107.955,4
1mMFP46MOq92keItSUvSb0,"Takke","Dance With Nassif Zeytoun","Nassif Zeytoun",2020-10-24,208134,0,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:10:28Z,"arab pop,dabke,syrian pop","Watary",0.755,0.887,2,-4.705,0,0.0644,0.182,0.00000319,0.108,0.783,113.976,4
3QcXQ5bjDW8zzUbgRXjrv0,"Miye w khamsin","Nancy 10","Nancy Ajram",2021-07-10,174264,40,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:10:38Z,"afghan pop,arab pop,belly dance,lebanese pop","In2Musica",0.771,0.775,6,-5.778,1,0.0984,0.272,0.00000419,0.0467,0.837,108.028,4
2dn5f0hTsMujYZSUtaCHtm,"التنورة","وعدني","Fares Karam",2005-01-01,226324,50,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:11:10Z,"arab pop,lebanese pop,rif","Rotana Music",0.77,0.949,9,-6.761,0,0.0672,0.298,0.0141,0.1,0.774,103.996,4
1l3S4j9ksQMh2tKIta1bfw,"El Bint El Awiye","El Bint El Awiye","Wael Kfoury",2021-07-10,214327,54,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:11:55Z,"arab pop,belly dance,lebanese pop","Global",0.668,0.609,5,-8.729,1,0.101,0.431,0,0.139,0.765,92,4
0zOtmdD1U7rguuFY6Z90hp,"عللومة عللومة","ما وحشناك","Mohammad Assaf",2017-06-27,220613,37,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:12:19Z,"arab pop,dabke,palestinian alternative,palestinian pop,palestinian traditional","Platinum Records",0.702,0.975,7,-4.16,1,0.0769,0.189,0.0000032,0.367,0.865,100.002,4
70jZJbVFJrnOcCvYAOmKKI,"Dalaa Dalouna","Dalaa Dalouna","Mohammad Assaf",2020-05-24,199334,32,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:12:33Z,"arab pop,dabke,palestinian alternative,palestinian pop,palestinian traditional","Platinum Records",0.702,0.934,7,-5.338,0,0.0863,0.0877,0.000251,0.243,0.689,93.012,4
3kBFWV7Q6QzPhAtyMAjjM8,"Badna Nwalee El Jaw","Badna Nwalee El Jaw","Nancy Ajram",2018-09-07,213322,53,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:12:40Z,"afghan pop,arab pop,belly dance,lebanese pop","In2Musica",0.715,0.98,9,-4.187,0,0.0495,0.131,0.000633,0.675,0.963,128.002,4
7Jer8ddQAn1FPPCqrx87Ax,"Ma Tegi Hena","Nancy 8","Nancy Ajram",2014-01-01,253080,52,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:13:11Z,"afghan pop,arab pop,belly dance,lebanese pop","In2Musica",0.741,0.95,5,-4.209,1,0.0408,0.139,0.000935,0.06,0.863,103.995,4
6q20OD7qI68txdhBwzDudI,"Mafi Noum","Halayla Mafi Noum","Najwa Karam",2011-06-28,278256,0,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:13:25Z,"arab pop,belly dance,dabke,lebanese pop","Rotana",0.782,0.954,11,-4.2,0,0.102,0.349,0.000367,0.0814,0.906,120.04,4
3JFfd1PumydZGPzmGeaKWb,"Melki W Bass","Melki W Bass","Joseph Attieh",2022-02-04,210454,13,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:13:48Z,"arab pop,dabke,lebanese pop","Joseph Attieh",0.704,0.765,5,-7.891,1,0.0415,0.0335,0,0.0929,0.481,132.015,4
2r34fq53X30jPlHEMnYe9A,"مبروك","يا مسهر عيني","Ramy Ayach",2004-01-01,245028,31,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:14:17Z,"arab pop,lebanese pop","Rotana Music",0.643,0.876,8,-6.95,1,0.153,0.382,0,0.414,0.783,166.671,4
46lLvTPvCHDHKmxb33cSta,"Wala Wahed","Hayel","Hakim",1993-01-01,253361,48,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:15:03Z,"arab pop,egyptian pop,shaabi","Sonar Salam",0.788,0.586,10,-14.65,0,0.0409,0.216,0.000203,0.105,0.961,133.215,4
2vknxlulbj1JApedTlmrZv,"Allah Aleik Ya Seedy","Homma Kelmetain","Ehab Tawfik",2002-12-02,219320,52,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:16:15Z,"arab pop,classic arab pop,egyptian pop","High-Quality",0.794,0.756,5,-7.672,0,0.0606,0.0576,0,0.102,0.919,136.011,4
0uxTfF35vomzEtb7sHlP1N,"3 Daqat","3 Daqat","Abu,Yousra",2017-10-10,275228,62,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:16:23Z,"arab pop,egyptian alternative,egyptian pop","Global",0.826,0.71,6,-7.547,1,0.0389,0.362,0.00000339,0.0392,0.647,117.999,4
4I2RAr4wKPPUOEQW58vjvM,"El Hantoor","Bel Balady","Saad El Soghayar",2007-01-02,232233,46,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:16:38Z,"arab pop,belly dance,shaabi","High-Quality",0.692,0.585,11,-5.166,0,0.238,0.461,0,0.126,0.832,179.083,4
19IIMZZtRKchdeDOoRP7wU,"Hatgawez","The Dance of My Heart","Saad El Soghayar",2008-02-12,277266,40,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:16:48Z,"arab pop,belly dance,shaabi","Copeland International Arts",0.784,0.889,9,-7.099,1,0.0613,0.165,0.00000382,0.896,0.777,109.863,4
5N0w2n2B3OzvBZv4WjcVyA,"Habiby Da","Habiby Da","Hisham Abbas",2016-07-26,267106,50,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:17:25Z,"arab pop,belly dance,classic arab pop,egyptian pop","Delta Sound",0.794,0.805,6,-7.895,0,0.0308,0.0457,0.0000369,0.265,0.786,113.805,4
7uVfi1yiAUujJ8TP3jQcNB,"El Salamou Aleikom","Talakeek","Hakim",2002-05-07,242729,43,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:19:22Z,"arab pop,egyptian pop,shaabi","Hakim",0.796,0.797,1,-10.82,1,0.0626,0.0358,0,0.0286,0.871,123.209,4
3PTpRmKvDeE1rEeps6i1mh,"El Wawa","Baby Haifa","Haifa Wehbe",2010-03-29,180532,0,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:19:28Z,"arab pop,lebanese pop","Rotana",0.693,0.91,7,-7.415,0,0.0367,0.117,0.00044,0.033,0.956,138.044,4
6TOV8r5aETu98BQl02kImZ,"Shakle Habetek","Shakle Habetek","Hamada Nashawaty",2021-08-09,158476,0,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:20:40Z,"syrian pop","3239423 Records DK",0.944,0.573,11,-7.426,0,0.0501,0.192,0.00000148,0.0385,0.962,111.994,4
4rvgSBrTVQ2brjrCmSmAWp,"Fi Hagat","Nancy 7","Nancy Ajram",2010-01-01,266200,48,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:20:48Z,"afghan pop,arab pop,belly dance,lebanese pop","In2Musica",0.651,0.476,11,-7.995,1,0.217,0.0584,0,0.172,0.383,77.984,4
3G61ebcM4BeOfvcFzpDtgq,"Eyni Aleyk","Nancy 7","Nancy Ajram",2010-01-01,268280,42,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:21:01Z,"afghan pop,arab pop,belly dance,lebanese pop","In2Musica",0.716,0.824,8,-4.5,0,0.0768,0.153,0,0.101,0.866,147.669,4
139Bwr5QLYMGPHbkvtGCZi,"Sheikh El Shabab","Nancy 7","Nancy Ajram",2010-01-01,200266,49,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:21:10Z,"afghan pop,arab pop,belly dance,lebanese pop","In2Musica",0.683,0.813,6,-4.019,1,0.171,0.0646,0.00000552,0.355,0.936,190.061,4
6xAvOnSrkGbJPcDBqQtJiU,"العب يلا","العب يلا","Oka Wi Ortega",2017-09-19,188042,47,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:26:55Z,"egyptian pop,mahraganat","MEMO Entertainment",0.879,0.773,6,-7.927,0,0.0569,0.246,0.00323,0.0974,0.795,117.986,4
63Gl4Wqr98iJnWoNGFOQjr,"الوتر الحساس","نساى","Sherine",2018-10-24,261224,68,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:27:52Z,"arab pop,egyptian pop","Sherine Abd El-wahab",0.716,0.823,4,-4.873,0,0.0528,0.462,0.00000639,0.628,0.909,139.931,4
1mpkTIa1gXLYlh1tgMlDZA,"Al Hoceima","Al Hoceima","Riffi",2023-10-05,155660,35,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:41:46Z,"dutch hip hop","Ismo Music",0.664,0.702,2,-7.304,0,0.0419,0.39,0,0.185,0.65,107.963,4
3BiMsz00zyaQxHg0FVGLgn,"Ini Nech Darifi","Direction","Riffi",2022-08-05,170078,38,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:46:33Z,"dutch hip hop","Ismo Music",0.684,0.62,6,-6.576,0,0.0488,0.395,0.000262,0.312,0.375,95.048,4
4XO9kZEztAPhjhXMfKXJ5m,"Diali","Arabesque Vol. 3","Nassi,Tawsen",2023-03-01,166154,46,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:47:42Z,"moroccan pop,rap belge","IllumiNassi",0.686,0.769,4,-3.485,0,0.0444,0.0422,0,0.335,0.646,100.102,4
1mLHqCrmGj0cNlbFL0rgZA,"Zin Ariffi","Zin Ariffi","DJ Sta$h",2023-08-23,160445,37,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:47:59Z,"rif","DJ Sta$h",0.77,0.909,1,-2.461,0,0.0346,0.131,0.00000747,0.0479,0.606,102.013,4
08fF8LG19Zhzmd9UWaJj2r,"Rifia","Rifia","Nassi",2022-08-10,175799,36,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:48:10Z,"","IllumiNassi",0.756,0.81,1,-4.259,0,0.0789,0.158,0,0.0608,0.841,99.978,4
45FBfNoqkwissTmKXlTnnf,"Tsabhad Tsabhad","Tsabhad Tsabhad","Brahim Wassim,Said Rami",2016-03-04,178233,30,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:48:54Z,"rif,deep rai","Yein France & Disco Melillia",0.655,0.869,7,-8.639,1,0.284,0.162,0,0.763,0.773,139.926,4
0KYz77wUnCrabMiY6H57fc,"Gar Gar Ya Zoubida","Gar Gar Ya Zoubida","Milouda El Hoceimia",2002-01-27,366051,36,myo20ysxpfrjcs3hesgkcs93f,2024-10-16T10:52:06Z,"rif","Disco Shahrazad",0.649,0.804,6,-8.916,1,0.0406,0.0206,0.636,0.184,0.91,103.061,4
3wJVBz7gvGTwTWVAxFa6ny,"Fever","Fever","Dua Lipa,Angèle",2020-10-29,156910,58,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:00:43Z,"dance pop,pop,uk pop,belgian pop,french pop,variete francaise","Warner Records",0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,4
50kpGaPAhYJ3sGmk6vplg0,"Love Yourself","Purpose (Deluxe)","Justin Bieber",2015-11-13,233720,83,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:02:16Z,"canadian pop,pop","RBMG/Def Jam",0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.43,4
6zvLqjSWq0AQsgoiqWInwY,"Catching Feelings","Believe","Justin Bieber",2012-01-01,234680,46,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:02:39Z,"canadian pop,pop","RBMG/Def Jam",0.327,0.542,10,-6.665,1,0.0412,0.354,0,0.35,0.357,85.59,4
54K9GOVJqIaDZNXLnnxiKc,"Mistletoe","Under The Mistletoe","Justin Bieber",2011-01-01,182946,49,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:03:15Z,"canadian pop,pop","RBMG/Def Jam",0.658,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.993,4
1kN9UiyOSRVCrSc49ft0lp,"As Long As You Love Me - Acoustic Version","Believe Acoustic","Justin Bieber",2013-01-01,221693,50,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:06:03Z,"canadian pop,pop","RBMG/Def Jam",0.549,0.307,11,-9.171,0,0.0351,0.776,0,0.0871,0.428,135.57,4
00Mb3DuaIH1kjrwOku9CGU,"Sk8er Boi","Let Go","Avril Lavigne",2002-06-04,204000,77,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:08:26Z,"canadian pop,candy pop,dance pop,pop","Arista",0.487,0.9,0,-4.417,1,0.0482,0.0000679,0,0.358,0.484,149.937,4
7qiZfU4dY1lWllzX7mPBI3,"Shape of You","÷ (Deluxe)","Ed Sheeran",2017-03-03,233712,85,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:11:45Z,"pop,singer-songwriter pop,uk pop","Atlantic Records UK",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4
0KKkJNfGyhkQ5aFogxQAPU,"That's What I Like","24K Magic","Bruno Mars",2016-11-17,206693,86,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:15:49Z,"dance pop,pop","Atlantic Records",0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4
1D4PL9B8gOg78jiHg3FvBb,"Love Story","Fearless (Big Machine Radio Release Special)","Taylor Swift",2008-11-11,236266,72,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:21:17Z,"pop","Big Machine Records, LLC",0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,4
7qEUFOVcxRI19tbT68JcYK,"Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)","Red (Taylor's Version)","Taylor Swift,Ed Sheeran",2021-11-12,245426,69,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:24:01Z,"pop,singer-songwriter pop,uk pop","Taylor Swift",0.498,0.61,6,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918,4
1GEBsLDvJGw7kviySRI6GX,"You Belong With Me","Fearless (Big Machine Radio Release Special)","Taylor Swift",2008-11-11,232120,68,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:26:01Z,"pop","Big Machine Records, LLC",0.687,0.745,6,-4.432,1,0.0379,0.178,0.0000159,0.111,0.435,129.966,4
2msvOEbkK50foYf9BMXr2X,"Lover - First Dance Remix","Lover (First Dance Remix)","Taylor Swift",2019-11-26,233466,51,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:29:09Z,"pop","Taylor Swift",0.506,0.425,7,-8.198,1,0.0343,0.687,0.00000108,0.158,0.214,68.449,4
6lanRgr6wXibZr8KgzXxBl,"a thousand years","a thousand years","Christina Perri",2011-10-18,285120,80,myo20ysxpfrjcs3hesgkcs93f,2024-10-29T23:30:19Z,"pop","Atlantic Records",0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3
